source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD027068_NCB4509A10LC2_B2_NCB4509A10LC3-40-215644	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	246	PXD027068_NCB4509A10LC2_B2_NCB4509A10LC3-40-215644_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A10LC2_B2_NCB4509A10LC3-40-215644.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4496A12LC3_D2_NCB4496A12LC3-40-211903	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	247	PXD027068_NCB4496A12LC3_D2_NCB4496A12LC3-40-211903_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4496A12LC3_D2_NCB4496A12LC3-40-211903.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A33LC2_E6	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	248	PXD027068_NCB4580A33LC2_E6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A33LC2_E6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A59LC2_C11_NCB4510A59LC2-40-216386	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	249	PXD027068_NCB4510A59LC2_C11_NCB4510A59LC2-40-216386_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A59LC2_C11_NCB4510A59LC2-40-216386.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A22LC2_B5_NCB4509A34LC3-40-215846	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	250	PXD027068_NCB4509A22LC2_B5_NCB4509A34LC3-40-215846_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A22LC2_B5_NCB4509A34LC3-40-215846.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4461A9LC3_A2_NCB4461A9LC3-40-209148	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	251	PXD027068_NCB4461A9LC3_A2_NCB4461A9LC3-40-209148_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4461A9LC3_A2_NCB4461A9LC3-40-209148.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A11LC3_C2_NCB4460A11LC3-40-210641	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	252	PXD027068_NCB4460A11LC3_C2_NCB4460A11LC3-40-210641_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A11LC3_C2_NCB4460A11LC3-40-210641.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A35LC3_C5_NCB4460A35LC3-40-211326	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	253	PXD027068_NCB4460A35LC3_C5_NCB4460A35LC3-40-211326_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A35LC3_C5_NCB4460A35LC3-40-211326.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A3LC2_C1_NCB4510A3LC2-40-216230	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	254	PXD027068_NCB4510A3LC2_C1_NCB4510A3LC2-40-216230_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A3LC2_C1_NCB4510A3LC2-40-216230.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4461A6LC3_F1_NCB4461A6LC3-40-209145	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	255	PXD027068_NCB4461A6LC3_F1_NCB4461A6LC3-40-209145_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4461A6LC3_F1_NCB4461A6LC3-40-209145.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4461A47LC3_G6_NCB4461A47LC3-40-210666	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	256	PXD027068_NCB4461A47LC3_G6_NCB4461A47LC3-40-210666_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4461A47LC3_G6_NCB4461A47LC3-40-210666.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A27LC2_G5_NCB4509A39LC3-40-215851	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	257	PXD027068_NCB4509A27LC2_G5_NCB4509A39LC3-40-215851_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A27LC2_G5_NCB4509A39LC3-40-215851.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A44LC2_D9_NCB4510A44LC2-40-216371	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	258	PXD027068_NCB4510A44LC2_D9_NCB4510A44LC2-40-216371_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A44LC2_D9_NCB4510A44LC2-40-216371.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A79LC3_G10_NCB4460A79LC3-40-211346	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	259	PXD027068_NCB4460A79LC3_G10_NCB4460A79LC3-40-211346_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A79LC3_G10_NCB4460A79LC3-40-211346.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4496A76LC3_D10_NCB4496A76LC3-40-214553	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	260	PXD027068_NCB4496A76LC3_D10_NCB4496A76LC3-40-214553_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4496A76LC3_D10_NCB4496A76LC3-40-214553.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A7LC3_G1_NCB4460A7LC3-40-210638	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	261	PXD027068_NCB4460A7LC3_G1_NCB4460A7LC3-40-210638_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A7LC3_G1_NCB4460A7LC3-40-210638.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A157LC3_A10_NCB4459A157LC3-40-209116	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	262	PXD027068_NCB4459A157LC3_A10_NCB4459A157LC3-40-209116_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A157LC3_A10_NCB4459A157LC3-40-209116.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A9LC2_A2	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	263	PXD027068_NCB4580A9LC2_A2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A9LC2_A2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A8LC2_H1	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	264	PXD027068_NCB4580A8LC2_H1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A8LC2_H1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A58LC2_B11_NCB4510A58LC2-40-216385	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	265	PXD027068_NCB4510A58LC2_B11_NCB4510A58LC2-40-216385_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A58LC2_B11_NCB4510A58LC2-40-216385.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A49LC2_A10_NCB4497A49LC2-40-215381	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	266	PXD027068_NCB4497A49LC2_A10_NCB4497A49LC2-40-215381_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A49LC2_A10_NCB4497A49LC2-40-215381.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A13LC2_E2_NCB4509A13LC3-40-215647	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	267	PXD027068_NCB4509A13LC2_E2_NCB4509A13LC3-40-215647_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A13LC2_E2_NCB4509A13LC3-40-215647.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A11LC2_C2	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	268	PXD027068_NCB4580A11LC2_C2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A11LC2_C2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
