source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD013338_Dmel_S2_C_FActrl_006	Drosophila melanogaster	not available	whole cell lysate	not available	119	PXD013338_Dmel_S2_C_FActrl_006_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_C_FActrl_006.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Amol_minus_S03_02	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=Homo sapiens;AC=NCBITaxon:9606	whole cell lysate	not available	120	PXD013338_Amol_minus_S03_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Amol_minus_S03_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_dme_s2_wc_dp_uv_radjpep_biorep4_trep2	Drosophila melanogaster	not available	whole cell lysate	not available	121	PXD013338_dme_s2_wc_dp_uv_radjpep_biorep4_trep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	dme_s2_wc_dp_uv_radjpep_biorep4_trep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Amol_minus_S01_01b	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=Homo sapiens;AC=NCBITaxon:9606	whole cell lysate	not available	122	PXD013338_Amol_minus_S01_01b_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Amol_minus_S01_01b.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_A_UVctrl_004	Drosophila melanogaster	not available	whole cell lysate	not available	123	PXD013338_Dmel_S2_A_UVctrl_004_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_A_UVctrl_004.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_A_UVctrl_005	Drosophila melanogaster	not available	whole cell lysate	not available	124	PXD013338_Dmel_S2_A_UVctrl_005_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_A_UVctrl_005.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_H_FA_004	Drosophila melanogaster	not available	whole cell lysate	not available	125	PXD013338_Dmel_S2_H_FA_004_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_H_FA_004.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_hs_hek_wc_dp_prodirp_uv_radjpep_biorep2_trep2_feb2016	Homo sapiens	not available	whole cell lysate	not available	126	PXD013338_hs_hek_wc_dp_prodirp_uv_radjpep_biorep2_trep2_feb2016_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	hs_hek_wc_dp_prodirp_uv_radjpep_biorep2_trep2_feb2016.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_J_UVctrl_06	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	127	PXD013338_Dmel_S2_J_UVctrl_06_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_J_UVctrl_06.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_M_FA_01	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	128	PXD013338_Dmel_S2_M_FA_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_M_FA_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_E_UVctrl_E_004	Drosophila melanogaster	not available	whole cell lysate	not available	129	PXD013338_Dmel_S2_E_UVctrl_E_004_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_E_UVctrl_E_004.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_M_FA_002	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	130	PXD013338_Dmel_S2_M_FA_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_M_FA_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_B_UV_006	Drosophila melanogaster	not available	whole cell lysate	not available	131	PXD013338_Dmel_S2_B_UV_006_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_B_UV_006.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_M_FA_006	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	132	PXD013338_Dmel_S2_M_FA_006_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_M_FA_006.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_D_FA_04	Drosophila melanogaster	not available	whole cell lysate	not available	133	PXD013338_Dmel_S2_D_FA_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_D_FA_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_F_UV_F_002	Drosophila melanogaster	not available	whole cell lysate	not available	1	PXD013338_Dmel_S2_F_UV_F_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	002	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_F_UV_F_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_B_UV_001	Drosophila melanogaster	not available	whole cell lysate	not available	134	PXD013338_Dmel_S2_B_UV_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_B_UV_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_H_FA_05	Drosophila melanogaster	not available	whole cell lysate	not available	135	PXD013338_Dmel_S2_H_FA_05_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_H_FA_05.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_L_FActrl_05	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	136	PXD013338_Dmel_S2_L_FActrl_05_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_L_FActrl_05.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_L_FActrl_006	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	137	PXD013338_Dmel_S2_L_FActrl_006_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_L_FActrl_006.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_dme_s2_wc_dp_uv_radjpep_biorep1_trep2	Drosophila melanogaster	not available	whole cell lysate	not available	138	PXD013338_dme_s2_wc_dp_uv_radjpep_biorep1_trep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	dme_s2_wc_dp_uv_radjpep_biorep1_trep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_hs_hek_wc_dp_prodirp_nonuv_radjpep_biorep2_trep1_feb2016	Homo sapiens	not available	whole cell lysate	not available	139	PXD013338_hs_hek_wc_dp_prodirp_nonuv_radjpep_biorep2_trep1_feb2016_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	hs_hek_wc_dp_prodirp_nonuv_radjpep_biorep2_trep1_feb2016.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
